,espn_id,position,cbs_id,fleaflicker_id,birthdate,mfl_id,merge_name,college,weight,stats_global_id,rotoworld_id,stats_id,yahoo_id,draft_round,draft_ovr,name,age,db_season,sportradar_id,gsis_id,rotowire_id,fantasy_data_id,cfbref_id,height,draft_year,draft_pick,sleeper_id,twitter_username,fantasypros_id,team,ktc_id,pfr_id,swish_id,pff_id,nfl_id
504,4242415.0,S,2770168.0,,1998-10-26,16317,daniel scott,California,208.0,0.0,,40205.0,40205.0,5.0,158.0,Daniel Scott,26.2,2024,facf38e6-6cb0-4ce4-b1b8-992f388023ad,,17108.0,,daniel-scott-1,73.0,2023.0,23.0,10975.0,,25273.0,IND,,ScotDa03,974924.0,,
505,4360773.0,LB,2966222.0,,2000-04-05,16318,nick hampton,Appalachian State,250.0,0.0,,40179.0,,5.0,161.0,Nick Hampton,24.8,2024,59e9c19c-c6f6-4f53-b231-d76134ba8fb6,00-0039076,16926.0,,nick-hampton-1,75.0,2023.0,26.0,10973.0,,,LAR,,HampNi00,1119180.0,,
506,4360935.0,CB,2963908.0,,1999-07-27,16319,terell smith,Minnesota,207.0,0.0,,40175.0,40175.0,5.0,165.0,Terell Smith,25.5,2024,3c6085b1-7c02-498e-b587-1ff13c0ac27b,00-0038395,17341.0,,terell-smith-1,72.0,2023.0,30.0,10972.0,,25457.0,CHI,,SmitTe05,1108199.0,,
507,4691084.0,DE,2868622.0,,1999-03-23,16320,bj thompson,Stephen F. Austin,243.0,0.0,,40190.0,40190.0,5.0,166.0,BJ Thompson,25.8,2024,b6d87372-98ca-4db0-81ec-86d44b21b32d,,17161.0,,,78.0,2023.0,31.0,10971.0,,25508.0,KCC,,ThomBJ00,1066907.0,,
508,4379413.0,S,2975755.0,,2000-05-01,16321,christopher smith,Georgia,195.0,0.0,,40178.0,40178.0,5.0,170.0,Christopher Smith,24.7,2024,54761d2a-cdb4-434f-a17e-427e3a1fc951,,16782.0,,christopher-smith-1,71.0,2023.0,35.0,10967.0,,25462.0,LVR,,SmitCh04,1131036.0,,
509,4259558.0,DE,2871726.0,,1999-08-18,16322,robert beal,Georgia,250.0,0.0,,40181.0,40181.0,5.0,173.0,Robert Beal,25.4,2024,5d64ba96-04f6-41ee-8620-ed251f16485c,00-0038603,16781.0,,robert-beal-1,76.0,2023.0,38.0,10966.0,,24748.0,SFO,,BealRo00,1069762.0,,
510,4248032.0,CB,2865663.0,,1998-08-07,16323,eric scott,Southern Miss,197.0,0.0,,40217.0,,6.0,178.0,Eric Scott,26.5,2024,8385d8de-c682-4970-b657-13fd197d20db,00-0038604,17408.0,,eric-scott-jr-1,72.0,2023.0,1.0,11020.0,,,KCC,,ScotEr00,1060887.0,,
511,4373423.0,DT,2968935.0,,2000-05-08,16324,karl brooks,Bowling Green,296.0,0.0,,40238.0,40238.0,6.0,179.0,Karl Brooks,24.7,2024,c76a4bef-3d1f-4326-82bd-81065b5cfb10,00-0038398,16921.0,,karl-brooks-1,75.0,2023.0,2.0,11009.0,,25250.0,GBP,,BrooKa00,1130685.0,,
512,4426923.0,CB,3126351.0,,2001-03-19,16325,keitrel clark,Louisville,181.0,0.0,,40229.0,40229.0,6.0,180.0,Kei'Trel Clark,23.9,2024,a7140ce9-4841-4f7f-9bda-5dcd75899eec,00-0038984,16695.0,,keitrel-clark-1,70.0,2023.0,3.0,11014.0,,25472.0,ARI,,ClarKe02,1175681.0,,
513,4248533.0,CB,2869772.0,,1999-04-24,16326,josh hayes,Kansas State,190.0,0.0,,40221.0,,6.0,181.0,Josh Hayes,25.8,2024,95242131-623b-41d0-8898-9d6f71da56f7,00-0039051,17409.0,,,72.0,2023.0,4.0,10999.0,,,TBB,,HayeJo01,1067878.0,,
514,4427493.0,CB,3122338.0,,2000-01-10,16327,tre tomlinson,TCU,177.0,0.0,,40237.0,40237.0,6.0,,Tre Tomlinson,25.0,2024,c63b4450-d4cf-4edd-8b53-516cf001f17a,,16891.0,,,69.0,2023.0,5.0,10995.0,,23749.0,LAR,,,1163253.0,,
515,4362234.0,LB,2961652.0,,1999-09-03,16328,zaire barnes,Western Michigan,227.0,0.0,,40233.0,40233.0,6.0,184.0,Zaire Barnes,25.4,2024,ba2d2783-654f-4621-9160-06ebb4bafd77,00-0038399,17303.0,,,73.0,2023.0,7.0,11000.0,,25548.0,NYJ,,BarnZa00,1123377.0,,
516,4362486.0,DE,2961790.0,,1999-01-08,16329,ochaun mathis,Nebraska,260.0,0.0,,40241.0,40241.0,6.0,189.0,Ochaun Mathis,26.0,2024,f333e5c7-0cab-4876-9f37-0e70a3175d04,,16699.0,,ochaun-mathis-1,77.0,2023.0,12.0,10996.0,,23860.0,PHI,,MathOc00,1113484.0,,
517,4240545.0,PN,,,1999-04-26,16330,bryce baringer,Michigan State,215.0,0.0,,40209.0,,6.0,192.0,Bryce Baringer,25.7,2024,2b18e3fd-9765-4644-9fc8-2f316ceda6d5,,17095.0,,bryce-baringer-1,74.0,2023.0,15.0,11007.0,,,NEP,,BariBr00,1057518.0,,
518,4362117.0,DT,2961252.0,,2000-05-23,16331,keondre coburn,Texas,332.0,0.0,,40245.0,40245.0,6.0,194.0,Keondre Coburn,24.7,2024,fd8d31e8-2fab-4813-92b4-939709231b41,,17158.0,,keondre-coburn-1,74.0,2023.0,17.0,11002.0,,25433.0,TEN,,CobuKe00,1125867.0,,
519,4569068.0,DE,3121684.0,,1999-05-09,16332,jose ramirez,Eastern Michigan,252.0,0.0,,40215.0,40215.0,6.0,196.0,Jose Ramirez,25.7,2024,7b582d77-4357-48db-973c-3b92e57272cb,,17160.0,,,74.0,2023.0,19.0,10998.0,,25584.0,TBB,,RamiJo00,1166604.0,,
520,4426844.0,TE,3122914.0,,2000-10-27,16333,elijah higgins,Stanford,235.0,0.0,,40226.0,40226.0,6.0,197.0,Elijah Higgins,24.2,2024,a01b7698-d67f-4b60-b2fb-4c667336b718,00-0039041,16959.0,,elijah-higgins-1,75.0,2023.0,20.0,10231.0,,23119.0,ARI,1469.0,HiggEl00,1161853.0,,
521,4570084.0,S,3121983.0,,2000-08-07,16334,jerrick reed,New Mexico,196.0,0.0,,40239.0,40239.0,6.0,198.0,Jerrick Reed,24.5,2024,d492db9f-35b8-45e9-9e32-acd5dd7d1f42,00-0038613,17347.0,,,69.0,2023.0,21.0,10997.0,,25576.0,SEA,,ReedJe00,1165511.0,,
522,4373684.0,DT,2969142.0,,2000-06-28,16335,scott matlock,Boise State,296.0,0.0,,40225.0,40225.0,6.0,200.0,Scott Matlock,24.6,2024,9cedc261-40ff-4fe3-80e1-e128dcceede0,00-0038614,16767.0,,scott-matlock-1,76.0,2023.0,23.0,10994.0,,25567.0,LAC,,MatlSc00,1130595.0,,
523,4257580.0,CB,2869360.0,,1999-09-27,16336,christian braswell,Rutgers,185.0,0.0,,40208.0,40208.0,6.0,202.0,Christian Braswell,25.3,2024,17093231-3e82-42fb-bec7-75160d097538,00-0038616,17410.0,,christian-braswell-1,71.0,2023.0,25.0,11018.0,,25502.0,JAC,,BrasCh00,1067600.0,,
524,4360239.0,LB,2964513.0,,2000-06-12,16337,amari burney,Florida,228.0,0.0,,40235.0,40235.0,6.0,203.0,Amari Burney,24.6,2024,c310e54b-06b0-4940-b75b-d06a7dfe351e,00-0038617,17169.0,,amari-burney-1,74.0,2023.0,26.0,11003.0,,23968.0,LVR,,BurnAm00,1108999.0,,
525,4361834.0,CB,2963853.0,,2000-04-29,16338,jarrick bernard-converse,LSU,205.0,0.0,,40236.0,40236.0,6.0,204.0,Jarrick Bernard-Converse,24.7,2024,c506285e-abfb-4503-b981-20aaa0bf49a0,00-0038401,16854.0,,jarrick-bernard-converse-1,73.0,2023.0,27.0,11001.0,,23993.0,NYJ,,BernJa01,1106040.0,,
526,4242519.0,PK,2866578.0,,1998-06-16,16339,anders carlson,Auburn,220.0,0.0,,40214.0,40214.0,6.0,207.0,Anders Carlson,26.6,2024,5a6ae290-675d-401a-aaee-140a272cf061,00-0038402,17165.0,,anders-carlson-1,77.0,2023.0,30.0,11008.0,,25465.0,NYJ,,CarlAn00,1060852.0,,
527,4373320.0,S,,,2000-04-24,16340,erick hallett,Pittsburgh,190.0,0.0,,40210.0,,6.0,208.0,Erick Hallett,23.8,2024,308b4b49-5159-48c1-8da6-5d559a3efedd,,16762.0,,,71.0,2023.0,31.0,11019.0,,,JAC,,HallEr00,1126088.0,,
528,4686553.0,CB,3164089.0,,2000-08-01,16341,tre hawkins,Old Dominion,195.0,0.0,,40228.0,40228.0,6.0,209.0,Tre Hawkins,24.5,2024,a700ea66-61d3-4ca3-bdd5-c537fb2d6ff6,00-0038403,17364.0,,,75.0,2023.0,32.0,10993.0,,25545.0,NYG,,HawkTr00,1218914.0,,
529,4427095.0,WR,3126241.0,,2000-12-08,16342,demario douglas,Liberty,192.0,0.0,,40222.0,40222.0,6.0,210.0,Demario Douglas,24.1,2024,962496d4-9ffa-471b-8dd2-fc5e60fee84b,00-0038621,16751.0,,,68.0,2023.0,33.0,9501.0,,25304.0,NEP,1468.0,DougDe00,1175693.0,,
530,4368468.0,DE,2961202.0,,1999-08-26,16343,titus leo,Wagner,250.0,0.0,,40219.0,40219.0,6.0,211.0,Titus Leo,25.4,2024,8acaa329-206b-4d5a-9a4f-c4b1ecef54a7,00-0038404,17290.0,,,75.0,2023.0,34.0,11004.0,,25499.0,NEP,,LeoxTi00,1126858.0,,
531,4362225.0,DT,2965054.0,,1999-12-14,16344,dante stills,West Virginia,286.0,0.0,,40244.0,40244.0,6.0,213.0,Dante Stills,25.1,2024,f9a8db9d-9a13-485c-abf0-b5a48e1ff808,,17154.0,,dante-stills-1,76.0,2023.0,36.0,11015.0,,22751.0,ARI,,StilDa01,1120935.0,,
532,4259546.0,CB,2871678.0,,1999-10-11,16345,ameer speed,Michigan State,215.0,0.0,,40206.0,,6.0,214.0,Ameer Speed,25.3,2024,00c33918-f3b1-4993-ba67-ec0db11ea349,,17367.0,,,75.0,2023.0,37.0,11006.0,,,CHI,,SpeeAm00,1069800.0,,
533,4428914.0,LB,3120873.0,,2000-10-17,16346,dee winters,TCU,227.0,0.0,,40227.0,40227.0,6.0,216.0,Dee Winters,24.3,2024,a362249b-336e-48d3-a6ee-02de7274b4e6,00-0038625,16938.0,,dee-winters-1,71.0,2023.0,39.0,11017.0,,25579.0,SFO,,WintDe00,1163261.0,,
534,4258197.0,PN,2878168.0,,1998-10-06,16347,brad robbins,Michigan,219.0,0.0,,40213.0,,6.0,217.0,Brad Robbins,26.3,2024,587516b7-99e6-4727-acbc-98d741267d99,,17372.0,,brad-robbins-1,73.0,2023.0,40.0,11010.0,,,FA,,RobbBr00,1074723.0,,
535,4246741.0,DT,,,1998-10-27,16348,travis bell,Kennesaw State,310.0,0.0,,40283.0,,7.0,218.0,Travis Bell,25.3,2024,f7d67c1a-4edf-4604-aae8-584dde994a5f,00-0038405,17411.0,,,72.0,2023.0,1.0,11054.0,,,FA,,BellTr01,1058132.0,,
536,4373266.0,WR,2962502.0,,1999-11-15,16349,antoine green,North Carolina,200.0,0.0,,40281.0,40281.0,7.0,219.0,Antoine Green,25.2,2024,f1217707-a26f-405b-9e3d-680df3055743,00-0038627,17128.0,,antoine-green-1,74.0,2023.0,2.0,11053.0,,25466.0,DET,,GreeAn00,1128305.0,,
537,4685145.0,CB,3163053.0,,2002-04-03,16350,jaylon jones,Texas A&M,203.0,0.0,,40258.0,40258.0,7.0,221.0,Jaylon Jones,22.8,2024,6f9135a9-2761-4b13-8651-56b536f0f22f,00-0038407,16916.0,,jaylon-jones-3,74.0,2023.0,4.0,11052.0,,24785.0,IND,,JoneJa13,1214337.0,,
538,5125875.0,PN,,,2001-07-19,16351,ethan evans,Wingate,250.0,0.0,,40266.0,,7.0,223.0,Ethan Evans,23.5,2024,9658e019-e021-42a0-8285-b5aea6e48090,,17134.0,,,75.0,2023.0,6.0,11051.0,,,LAR,,EvanEt00,1338101.0,,
539,4567111.0,S,3122424.0,,2000-06-05,16352,demarcco hellams,Alabama,203.0,0.0,,40278.0,40278.0,7.0,224.0,DeMarcco Hellams,24.6,2024,b9fbbcf2-35cb-4de4-9622-16630b51c792,00-0038628,16930.0,,demarcco-hellams-1,73.0,2023.0,7.0,11050.0,,25476.0,ATL,,HellDe00,1172156.0,,
540,4568682.0,DT,3126653.0,,1999-03-08,16353,raymond vohasek,North Carolina,311.0,0.0,,40252.0,,7.0,227.0,Raymond Vohasek,24.9,2024,40e3cf08-0419-480e-9fbc-83f74b79bab1,,17412.0,,raymond-vohasek-1,74.0,2023.0,10.0,11047.0,,,FA,,VohaRa00,1176410.0,,
541,4250945.0,WR,2828751.0,,1999-04-19,16354,colton dowell,Tennessee-Martin,212.0,0.0,,40263.0,40263.0,7.0,228.0,Colton Dowell,25.8,2024,7939f84a-bb43-43d3-83e2-ce2fa4ca829d,00-0038632,17413.0,,,75.0,2023.0,11.0,11046.0,,25467.0,TEN,,DoweCo00,1052852.0,,
542,4362497.0,DT,2964383.0,,2000-01-23,16355,nesta jade silvera,Arizona State,315.0,0.0,,40280.0,,7.0,231.0,Nesta Jade Silvera,25.0,2024,c91e7457-3378-40ac-a07d-30caefe59ea4,00-0038634,16925.0,,,74.0,2023.0,14.0,11043.0,,,GBP,,JadeNe00,1121870.0,,
543,4430965.0,CB,3172313.0,,2001-09-09,16356,carrington valentine,Kentucky,189.0,0.0,,40274.0,40274.0,7.0,232.0,Carrington Valentine,23.4,2024,b341ea01-741c-4ea8-8d4f-75ae79359d18,00-0038408,16721.0,,carrington-valentine-1,72.0,2023.0,15.0,11042.0,,25493.0,GBP,,ValeCa00,1233254.0,,
544,4249214.0,DE,2819872.0,,1998-10-25,16357,andre jones,Louisiana,258.0,0.0,,40247.0,40247.0,7.0,233.0,Andre Jones,26.3,2024,0c816f95-6a50-4c77-b768-dc277f51a88f,00-0038635,17178.0,,,77.0,2023.0,16.0,11041.0,,25594.0,WAS,,JoneAn02,1050829.0,,
545,4361835.0,S,2965985.0,,1999-12-30,16358,jason taylor,Oklahoma State,204.0,0.0,,40287.0,40287.0,7.0,234.0,Jason Taylor,25.1,2024,ff40b8e3-27e8-46f9-b6c2-43de3596cd21,00-0039060,17366.0,,jason-taylor-ii-1,72.0,2023.0,17.0,11040.0,,25583.0,KCC,,TaylJa05,1125672.0,,
546,4428119.0,RB,3121706.0,,2001-08-16,16359,lew nichols,Central Michigan,220.0,0.0,,40260.0,40260.0,7.0,235.0,Lew Nichols,23.4,2024,72e4032d-8d7b-484f-95a2-a73fbb2c67f4,00-0038409,16701.0,,lew-nichols-1,70.0,2023.0,18.0,9510.0,,25443.0,FA,,NichLe00,1166480.0,,
547,4240261.0,RB,2829821.0,,1999-01-04,16360,derek parish,Houston,241.0,0.0,,40254.0,,7.0,240.0,Derek Parish,25.1,2024,5473d94d-0d3a-4b71-bd4b-b9ee41232ce5,00-0038638,17127.0,,derek-parish-1,73.0,2023.0,23.0,11038.0,,,FA,,PariDe00,1053833.0,,
548,4372492.0,CB,2968502.0,,2000-05-30,16361,cory trice,Purdue,206.0,0.0,,40256.0,40256.0,7.0,241.0,Cory Trice,24.7,2024,668cf263-300b-4ec1-a221-e4756daf892a,00-0038639,16718.0,,cory-trice-1,75.0,2023.0,24.0,11037.0,,25310.0,PIT,,TricCo00,1130283.0,,
549,4361748.0,S,2866594.0,,1999-12-02,16362,anthony johnson,Iowa State,205.0,0.0,,40282.0,40282.0,7.0,242.0,Anthony Johnson,25.1,2024,f7bc36e8-7fb8-4d91-8216-f6a3a669f069,,17429.0,,anthony-johnson-15,72.0,2023.0,25.0,11036.0,,25272.0,NYG,,JohnAn08,1121747.0,,
550,4240677.0,DT,2804083.0,,1998-05-19,16363,jordon riley,Oregon,315.0,0.0,,40269.0,40269.0,7.0,243.0,Jordon Riley,26.7,2024,a1c5aca4-a0ba-4438-9101-7f85d3af488a,00-0038506,17414.0,,,77.0,2023.0,26.0,11035.0,,25544.0,NYG,,RileJo00,976344.0,,
551,4692835.0,WR,3165078.0,,2000-05-07,16364,jalen brooks,South Carolina,205.0,0.0,,40257.0,40257.0,7.0,244.0,Jalen Brooks,24.7,2024,66f7bbe1-eb89-4b48-83db-d947b04ff1fd,00-0038640,17185.0,,jalen-brooks-2,74.0,2023.0,27.0,11034.0,,25468.0,DAL,,BrooJa03,1223301.0,,
552,4711029.0,CB,2966613.0,,1999-12-16,16365,isaiah bolden,Jackson State,205.0,0.0,,40262.0,,7.0,245.0,Isaiah Bolden,25.1,2024,738aba89-ba47-4b83-a63d-18ea677dfc12,00-0038641,17343.0,,,74.0,2023.0,28.0,11033.0,,,NEP,,BoldIs00,1126000.0,,
553,4362502.0,CB,2963147.0,,2000-02-25,16366,dj ivey,Miami (FL),192.0,0.0,,40259.0,40259.0,7.0,246.0,DJ Ivey,24.9,2024,7013d432-1327-40af-81a9-28711c648d79,00-0038642,16672.0,,,73.0,2023.0,29.0,11032.0,,25485.0,CIN,,IveyDJ00,1106995.0,,
554,4360290.0,TE,2963088.0,,1999-11-11,16367,brayden willis,Oklahoma,240.0,0.0,,40261.0,40261.0,7.0,247.0,Brayden Willis,25.2,2024,733cc366-53e3-4703-a2fc-2aa860272cf3,00-0038643,17010.0,,brayden-willis-1,76.0,2023.0,30.0,10224.0,,25469.0,SFO,,WillBr06,1125589.0,,
555,4568662.0,S,3126862.0,,2000-09-06,16368,brandon hill,Pittsburgh,195.0,0.0,,40249.0,,7.0,248.0,Brandon Hill,24.4,2024,2be4f414-9baa-4ccd-9a52-444c3e4b6738,,17363.0,,brandon-hill-4,71.0,2023.0,31.0,11031.0,,,HOU,,HillBr03,1176705.0,,
556,4362116.0,DT,2961519.0,,2001-08-15,16369,moro ojomo,Texas,292.0,0.0,,40246.0,40246.0,7.0,249.0,Moro Ojomo,23.4,2024,01f15239-cd2c-4bd7-be5d-5ba7eed41331,00-0038412,16853.0,,moro-ojomo-1,75.0,2023.0,32.0,11030.0,,25434.0,PHI,,OjomMo00,1125892.0,,
557,4427636.0,CB,3128045.0,,2001-10-15,16370,nic jones,Ball State,189.0,0.0,,40284.0,,7.0,250.0,Nic Jones,23.3,2024,fd133ca5-a014-4f5d-9e2f-14882da45cc2,00-0038986,17345.0,,nic-jones-1,72.0,2023.0,33.0,11029.0,,,KCC,,JoneNi00,1179261.0,,
558,4426599.0,CB,3129287.0,,2001-05-22,16371,alex austin,Oregon State,191.0,0.0,,40286.0,,7.0,252.0,Alex Austin,23.7,2024,ff3d59bd-8cdc-44e1-812e-b576d5d57838,00-0038646,17092.0,,alex-austin-1,73.0,2023.0,35.0,11027.0,,,NEP,,AustAl00,1179770.0,,
559,4567482.0,S,2866928.0,,1999-10-14,16372,gervarrius owens,Houston,200.0,0.0,,40277.0,,7.0,254.0,Gervarrius Owens,25.3,2024,b9b3e414-dfc4-41f4-8ebb-0924c7d8434c,,17361.0,,gervarrius-owens-1,72.0,2023.0,37.0,11026.0,,,TEN,,OwenGe00,1064096.0,,
560,4570410.0,LB,3121269.0,,2001-01-11,16373,jalen graham,Purdue,220.0,0.0,,40265.0,40265.0,7.0,255.0,Jalen Graham,24.0,2024,88f0ff15-15d5-42e7-be1c-f6c254d945e6,00-0038648,17172.0,,jalen-graham-1,75.0,2023.0,38.0,11025.0,,25577.0,SFO,,GrahJa02,1164896.0,,
561,4879650.0,WR,2672034.0,,2001-06-20,16374,grant dubose,Charlotte,201.0,0.0,,40251.0,40251.0,7.0,256.0,Grant Dubose,23.6,2024,3b590cad-60c1-471d-a54a-d593a676afa9,,16852.0,,,74.0,2023.0,39.0,11024.0,,25470.0,MIA,,DuboGr00,1323751.0,,
562,4360745.0,S,2965075.0,,2000-08-24,16375,kendall williamson,Stanford,203.0,0.0,,40248.0,40248.0,7.0,258.0,Kendall Williamson,24.4,2024,1fc883fc-46f4-403d-aff6-7d6018d7a718,,17415.0,,,72.0,2023.0,41.0,11022.0,,25481.0,LAC,,WillKe07,1123528.0,,
563,4362294.0,DT,2960956.0,,1999-09-03,16376,desjuan johnson,Toledo,280.0,0.0,,40270.0,40270.0,7.0,259.0,Desjuan Johnson,25.4,2024,a344e6d1-86a1-4ec6-b734-7a0a0f706206,00-0039061,17279.0,,desjuan-johnson-1,75.0,2023.0,42.0,11021.0,,25581.0,LAR,,JohnDe08,1125653.0,,
564,,RB,26701126.0,,2001-06-17,16377,tiyon evans,Louisville,210.0,0.0,,40390.0,40390.0,,,Tiyon Evans,22.6,2024,a5310620-e84e-11ed-a5ed-cf76bc12ef69,,16911.0,,,71.0,2023.0,,9223.0,,25327.0,FA,,,1286884.0,,
565,,QB,,,1999-04-17,16378,tanner morgan,Minnesota,215.0,0.0,,40289.0,,,,Tanner Morgan,24.8,2024,518e4740-e767-11ed-91b5-0b3234b1a16c,00-0038744,17063.0,,,74.0,2023.0,,11214.0,,,FA,,,976459.0,,
566,4362227.0,WR,2963723.0,,2000-03-09,16379,bryce ford-wheaton,West Virginia,220.0,0.0,,40529.0,40529.0,,,Bryce Ford-Wheaton,24.9,2024,eb139db0-eb91-11ed-bf4f-cdefdf74a897,00-0038477,16743.0,,,75.0,2023.0,,9499.0,,25340.0,NYG,,,1120937.0,,
567,4372526.0,RB,2964540.0,,2000-04-11,16380,deneric prince,Tulsa,216.0,0.0,,40570.0,40570.0,,,Deneric Prince,24.8,2024,28f98460-ec3b-11ed-aeaf-cb0dc6206dc5,00-0038518,17126.0,,,72.0,2023.0,,10870.0,,25770.0,FA,,,1128998.0,,
568,4361665.0,PK,2963497.0,,1998-02-19,16381,christopher dunn,North Carolina State,170.0,0.0,,40380.0,40380.0,,,Christopher Dunn,26.0,2024,db046ea0-e84d-11ed-b0f9-4913ed85ec87,,17370.0,,,68.0,2023.0,,11146.0,,25618.0,FA,,,1107011.0,,
569,4247942.0,WR,2835033.0,,1999-08-09,16382,isaiah winstead,East Carolina,213.0,0.0,,40466.0,40466.0,,,Isaiah Winstead,25.5,2024,23cd4b70-ea0b-11ed-9937-afc55efa97bf,00-0038883,17494.0,,,76.0,2023.0,,11232.0,,25685.0,FA,,,1054872.0,,
570,4430280.0,LB,3123893.0,,2000-12-16,16383,ivan pace,Cincinnati,231.0,0.0,,40301.0,40301.0,,,Ivan Pace,24.1,2024,f5ec3c90-e760-11ed-9f3f-47cc372ca3c1,00-0038807,16804.0,,,70.0,2023.0,,11086.0,,25452.0,MIN,,PaceIv00,1166866.0,,
571,4434153.0,QB,29081346.0,,2000-06-08,16384,tyson bagent,Shepherd (WV),213.0,0.0,,40504.0,40504.0,,,Tyson Bagent,24.6,2024,9bdeb910-ead2-11ed-999e-03b49558b5db,00-0038416,16946.0,,,75.0,2023.0,,11256.0,,25321.0,CHI,1478.0,BageTy00,1444140.0,,
572,4362478.0,RB,2964372.0,,1999-01-20,16385,emari demercado,TCU,215.0,0.0,,40430.0,40430.0,,,Emari Demercado,26.0,2024,44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1,00-0038705,17091.0,,,69.0,2023.0,,11199.0,,25654.0,ARI,1481.0,DemeEm00,1116817.0,,
573,4240350.0,RB,2867484.0,,1998-07-03,16386,xazavian valladay,Arizona State,198.0,0.0,,40721.0,40721.0,,,Xazavian Valladay,26.6,2024,108ce360-f32d-11ed-a71f-ed490fe44e0d,00-0038727,16789.0,,,72.0,2023.0,,10861.0,,25357.0,NOS,,,1062845.0,,
574,3149687.0,RB,2962350.0,,2000-01-11,16387,chris brooks,BYU,223.0,0.0,,40625.0,40625.0,,,Chris Brooks,25.0,2024,35a0d440-f017-11ed-bedb-53f19b227cc3,,16741.0,,,73.0,2023.0,,11370.0,,25823.0,GBP,,,1127065.0,,
575,,RB,,,1999-06-01,16388,khalan laborn,Marshall,204.0,0.0,,40410.0,,,,Khalan Laborn,24.7,2024,4679f200-e8f2-11ed-98f6-5d2840f88eed,,17313.0,,,70.0,2023.0,,11176.0,,,FA,,,1058751.0,,
576,4370374.0,WR,2836832.0,,1998-12-26,16389,david durden,West Florida,200.0,0.0,,40773.0,,,,David Durden,26.1,2024,2b6c0b90-f66e-11ed-823b-d335e7ef7897,00-0038734,17219.0,,,74.0,2023.0,,11505.0,,,FA,,,1118734.0,,
577,4722893.0,RB,26725939.0,,2000-09-13,16390,jaleel mclaughlin,Youngstown State,187.0,0.0,,40696.0,40696.0,,,Jaleel McLaughlin,24.4,2024,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,00-0038794,17319.0,,,67.0,2023.0,,11439.0,,25876.0,DEN,1486.0,McLaJa00,1271738.0,,
578,4383396.0,RB,2969438.0,,2000-02-28,16391,hunter luepke,North Dakota State,238.0,0.0,,40780.0,40780.0,,,Hunter Luepke,24.9,2024,58f425d0-f677-11ed-978f-0975e9cb7dba,00-0038738,17000.0,,,73.0,2023.0,,11510.0,,25941.0,DAL,,LuepHu00,1130976.0,,
579,,RB,,,2000-03-20,16392,alfonzo graham,Morgan State,195.0,0.0,,40734.0,,,,Alfonzo Graham,24.8,2024,076a8750-f33d-11ed-b86a-1f6449c76e1d,00-0038957,17620.0,,,69.0,2023.0,,11472.0,,,FA,,,1332909.0,,
580,4360405.0,WR,2962336.0,,1998-08-04,16393,jake bobo,UCLA,207.0,0.0,,40452.0,40452.0,,,Jake Bobo,26.5,2024,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88,00-0038752,17040.0,,,76.0,2023.0,,10867.0,,25339.0,SEA,1488.0,BoboJa00,1121050.0,,
581,,WR,,,1998-10-23,16394,keytaon thompson,Virginia,218.0,0.0,,40592.0,,,,Keytaon Thompson,25.3,2024,53bcdfe0-ec71-11ed-8bf2-e7fff7735d4a,,17041.0,,,77.0,2023.0,,11344.0,,,FA,,,974075.0,,
582,4426990.0,WR,3122722.0,,2001-05-03,16395,jalen cropper,Fresno State,172.0,0.0,,40774.0,40774.0,,,Jalen Cropper,23.7,2024,d67c1e40-f66d-11ed-823b-d335e7ef7897,,16730.0,,,72.0,2023.0,,11506.0,,25359.0,DAL,,,1170916.0,,
583,4360805.0,RB,2960978.0,,2000-08-28,16396,hassan hall,Georgia Tech,196.0,0.0,,40507.0,40507.0,,,Hassan Hall,24.4,2024,25c29aa0-eaee-11ed-9987-f5ca5f2343d6,00-0038714,17244.0,,,70.0,2023.0,,11270.0,,25723.0,FA,,,1121069.0,,
584,,LB,,,1999-09-28,16397,bumper pool,Arkansas,235.0,0.0,,40578.0,,,,Bumper Pool,24.4,2024,c00b7250-ec5e-11ed-8721-ab6fc8512eaa,00-0038539,17299.0,,,74.0,2023.0,,11335.0,,,FA,,,1106838.0,,
585,,WR,,,1999-06-23,16398,malik flowers,Montana,195.0,0.0,,40425.0,,,,Malik Flowers,24.6,2024,e032f0a0-e900-11ed-938d-0d67804b975f,00-0038904,17486.0,,,75.0,2023.0,,11192.0,,,FA,,,1061795.0,,
586,4259550.0,WR,2871748.0,,1999-06-16,16399,matt landers,Arkansas,200.0,0.0,,40458.0,40458.0,,,Matt Landers,25.6,2024,030f6f80-ea06-11ed-8d34-41182339b277,00-0038762,16907.0,,,76.0,2023.0,,10869.0,,25460.0,FA,,,1069783.0,,
587,,TE,2869790.0,,1999-02-12,16400,noah gindorff,North Dakota State,268.0,0.0,,40463.0,40463.0,,,Noah Gindorff,25.0,2024,998de1c0-ea02-11ed-8d34-41182339b277,00-0038758,17007.0,,,78.0,2023.0,,11225.0,,24339.0,FA,,,1067876.0,,
588,4360233.0,WR,2964883.0,,1999-07-20,16401,jacob copeland,Maryland,202.0,0.0,,40710.0,40710.0,,,Jacob Copeland,25.5,2024,40ea7f10-f326-11ed-b6ef-35c2a90a231a,00-0038843,16655.0,,,72.0,2023.0,,9503.0,,22943.0,FA,,,1122985.0,,
